-0.47965512	-0.022818476	-0.30716315	0.067344375	0.007051725	-0.21631016	0.07151164	-0.068658575	0.30962226	-0.16348916	0.2538125	0.06798789	-0.117553085	-0.31822494	-0.22245346	-0.21297134
-0.49711767	0.18811463	-0.10073939	-0.30805022	-0.13145971	-0.23848464	0.08237177	0.35076073	0.78803104	0.1765774	0.18147604	-0.19328654	0.27992508	-0.748805	0.07510312	-0.56785256
-0.3959661	0.057641312	-0.13412449	0.03310858	0.13663496	-0.25246066	0.27733058	-0.3358847	-0.10213268	-0.123183884	0.32293782	0.050518055	-0.16290833	0.037197832	-0.06987103	0.096168
-0.53623784	0.023666615	-0.1753235	0.17342962	0.17582433	-0.2771422	0.043353166	-0.14124613	-0.123630814	-0.15993747	0.16111217	0.14641257	-0.25735548	-0.010741319	-0.13381055	0.15984502
-0.08917278	-0.34148416	-0.25434884	0.1583774	0.05261182	0.060375407	-0.101850726	0.018309282	0.02618811	-0.1035273	0.20895346	0.16517942	-0.11832493	-0.11334022	-0.34951693	-0.009037915
-0.41881004	0.3839583	0.15682974	0.124003194	0.26031658	-0.42888096	0.5411226	-0.8571781	-0.56545556	-0.20446756	0.25105956	-0.046719126	-0.2981085	0.6641229	0.31936455	0.47608516
-0.4173882	0.18463248	-0.34314862	0.019760886	0.033717755	-0.30279365	0.045061547	0.16552693	0.28481615	-0.07886945	0.18633664	0.068839714	0.010512215	-0.29662	-0.0923809	-0.21135737
-0.21415818	-0.16538808	-0.3211299	0.018157229	-0.15817338	-0.045220204	0.08916623	-0.16442114	0.1706255	-0.03284324	0.2793739	-0.00048839115	0.08905445	-0.15162677	-0.23732403	-0.2107069
0.102656916	-0.34946415	-0.1977259	0.53315794	-0.03395426	0.14269151	0.059682697	-0.7920033	-0.6244536	-0.4150295	0.30070615	0.3891616	-0.39030835	0.639798	-0.3102815	0.48798603
-0.56544226	0.19761331	-0.14279972	-0.11265716	0.062121507	-0.33577847	0.361735	-0.37940928	-0.059161145	0.018808847	0.25002635	-0.141733	0.020776713	0.066059075	0.1310221	0.09404194
-0.51477116	0.16512819	-0.6587837	-0.32597354	-0.34016874	-0.3206443	0.45173475	-0.33420736	0.20303947	0.4038818	0.5161887	-0.36706376	0.35732505	-0.35222444	0.0038306478	-0.35597175
0.1911171	-0.6135417	-0.6177016	0.1461774	-0.5703628	0.51633024	0.01774747	-0.34428588	0.23992455	0.0034026662	0.56160384	0.02342089	0.19640703	-0.027687293	-0.5956911	-0.33446836
0.2885888	-0.48243573	-0.3761918	0.46682173	-0.020466907	0.38473448	-0.38359115	-0.045695253	-0.28727645	-0.36399758	0.15139183	0.39467227	-0.30470476	0.08323101	-0.46507126	0.26731437
-0.4913488	0.20350827	-0.10464234	0.047453832	0.21676874	-0.2966063	-0.03746945	0.3254532	0.39196172	-0.13066171	-0.049361855	0.1070456	-0.056511186	-0.35977164	-0.06618431	-0.23606086
-0.21261546	0.05185397	0.3956006	-0.023754764	0.31930283	-0.0204243	-0.32057172	0.5103505	0.6448204	-0.092591904	-0.36879876	0.17270201	-0.14110877	-0.62770414	0.00068556756	-0.34401864
-0.080144644	-0.23520958	-0.18414657	-0.17541291	-0.20416465	0.23322518	-0.024278918	0.22675031	0.726519	0.19278754	0.10911887	-0.09921104	0.24072804	-0.66401434	-0.17066056	-0.6910875
0.14326228	-0.31514743	0.04091424	0.07497929	-0.05887656	0.41476443	-0.341726	0.36641923	0.684529	-0.13543898	-0.12326795	0.13825302	-0.015816221	-0.4439974	-0.2620276	-0.45937142
-0.5846671	0.3100981	0.29364014	0.12044848	0.36686233	-0.35595414	-0.13046306	0.35994086	0.24325253	-0.2756683	-0.2725553	0.25329864	-0.25955305	-0.30981675	0.17247468	-0.060237736
-0.9458941	0.9167657	0.5164793	-0.22576754	0.7342822	-0.93051386	0.80745846	-0.72440934	-0.64654624	-0.16728692	-0.031420738	-0.21816313	-0.42601877	0.45500156	0.9357576	0.5603374
-0.28399798	-0.29965878	-0.55541503	0.33002663	0.12678023	-0.033120677	-0.027724275	-0.022741124	-0.15351118	-0.28157425	0.25577936	0.2152229	-0.26996595	-0.017221719	-0.39859474	0.04152799
-0.42133418	-0.14308815	-0.49874347	0.08818166	-0.0012862969	-0.23241441	0.120797485	-0.16486481	-0.18743578	-0.024229797	0.40990323	0.004656972	-0.037911553	-0.017217742	-0.19913934	0.098936304
-0.09240777	0.04561613	0.040236544	-0.051776763	-0.18959647	0.02250733	0.2369319	-0.48748285	-0.070287555	0.07334437	0.22825645	-0.118578576	0.04932425	0.35738054	0.030532632	0.04447251
0.42467195	-0.32466844	-0.1974754	-0.16633505	-0.48404896	0.6684843	-0.079869896	0.000355379	0.55351925	0.121582784	0.16644984	-0.08868947	0.27675235	-0.36989924	-0.22407448	-0.43060404
-0.5912807	0.46988717	0.18839025	-0.48146138	0.0070646377	-0.4697248	0.49138656	-0.18096644	0.3358394	0.36821827	0.23843914	-0.35658935	0.26091966	-0.16905989	0.5224272	-0.2618739
-0.39256728	0.35164896	0.389508	-0.22577333	0.17490683	-0.27424988	0.16636623	-0.06355098	0.16994283	0.07779753	-0.005906499	-0.14351982	0.016762061	-0.044073936	0.34566095	-0.055199523
